way_id,u,v,distance,highway,hour,weekday,travel_time
1,node_1_A,node_1_B,357,footway,10,1,264.2
1,node_1_A,node_1_B,357,footway,11,1,247.0
1,node_1_A,node_1_B,357,footway,12,1,252.2
1,node_1_A,node_1_B,357,footway,13,1,242.9
1,node_1_A,node_1_B,357,footway,14,1,256.9
1,node_1_A,node_1_B,357,footway,15,1,257.9
1,node_1_A,node_1_B,357,footway,16,1,295.4
1,node_1_A,node_1_B,357,footway,17,1,290.1
1,node_1_A,node_1_B,357,footway,18,1,283.5
1,node_1_A,node_1_B,357,footway,19,1,285.6
1,node_1_A,node_1_B,357,footway,20,1,271.6
1,node_1_A,node_1_B,357,footway,21,1,274.1
1,node_1_A,node_1_B,357,footway,22,1,264.8
1,node_1_A,node_1_B,357,footway,23,1,249.6
1,node_1_A,node_1_B,357,footway,0,2,260.6
1,node_1_A,node_1_B,357,footway,1,2,260.4
1,node_1_A,node_1_B,357,footway,2,2,267.5
1,node_1_A,node_1_B,357,footway,3,2,265.3
1,node_1_A,node_1_B,357,footway,4,2,239.8
1,node_1_A,node_1_B,357,footway,5,2,254.0
1,node_1_A,node_1_B,357,footway,6,2,261.8
1,node_1_A,node_1_B,357,footway,7,2,289.1
1,node_1_A,node_1_B,357,footway,8,2,267.7
1,node_1_A,node_1_B,357,footway,9,2,289.5
1,node_1_A,node_1_B,357,footway,10,2,271.6
1,node_1_A,node_1_B,357,footway,11,2,241.2
1,node_1_A,node_1_B,357,footway,12,2,251.4
1,node_1_A,node_1_B,357,footway,13,2,254.7
1,node_1_A,node_1_B,357,footway,14,2,252.6
1,node_1_A,node_1_B,357,footway,15,2,252.5
1,node_1_A,node_1_B,357,footway,16,2,262.3
1,node_1_A,node_1_B,357,footway,17,2,290.0
1,node_1_A,node_1_B,357,footway,18,2,296.1
1,node_1_A,node_1_B,357,footway,19,2,274.5
1,node_1_A,node_1_B,357,footway,20,2,270.0
1,node_1_A,node_1_B,357,footway,21,2,269.0
1,node_1_A,node_1_B,357,footway,22,2,238.5
1,node_1_A,node_1_B,357,footway,23,2,240.6
1,node_1_A,node_1_B,357,footway,0,3,262.8
1,node_1_A,node_1_B,357,footway,1,3,248.8
1,node_1_A,node_1_B,357,footway,2,3,259.4
1,node_1_A,node_1_B,357,footway,3,3,239.5
1,node_1_A,node_1_B,357,footway,4,3,258.3
1,node_1_A,node_1_B,357,footway,5,3,270.2
1,node_1_A,node_1_B,357,footway,6,3,277.6
1,node_1_A,node_1_B,357,footway,7,3,271.2
1,node_1_A,node_1_B,357,footway,8,3,288.4
1,node_1_A,node_1_B,357,footway,9,3,270.2
1,node_1_A,node_1_B,357,footway,10,3,250.4
1,node_1_A,node_1_B,357,footway,11,3,264.3
1,node_1_A,node_1_B,357,footway,12,3,269.1
1,node_1_A,node_1_B,357,footway,13,3,238.0
1,node_1_A,node_1_B,357,footway,14,3,259.7
1,node_1_A,node_1_B,357,footway,15,3,285.0
1,node_1_A,node_1_B,357,footway,16,3,295.3
1,node_1_A,node_1_B,357,footway,17,3,296.0
1,node_1_A,node_1_B,357,footway,18,3,268.4
1,node_1_A,node_1_B,357,footway,19,3,254.5
1,node_1_A,node_1_B,357,footway,20,3,263.3
1,node_1_A,node_1_B,357,footway,21,3,275.9
1,node_1_A,node_1_B,357,footway,22,3,260.3
1,node_1_A,node_1_B,357,footway,23,3,236.3
1,node_1_A,node_1_B,357,footway,0,4,253.8
1,node_1_A,node_1_B,357,footway,1,4,237.1
1,node_1_A,node_1_B,357,footway,2,4,241.1
1,node_1_A,node_1_B,357,footway,3,4,277.0
1,node_1_A,node_1_B,357,footway,4,4,247.9
1,node_1_A,node_1_B,357,footway,5,4,252.6
1,node_1_A,node_1_B,357,footway,6,4,264.8
1,node_1_A,node_1_B,357,footway,7,4,284.5
1,node_1_A,node_1_B,357,footway,8,4,271.4
1,node_1_A,node_1_B,357,footway,9,4,292.1
1,node_1_A,node_1_B,357,footway,10,4,269.2
1,node_1_A,node_1_B,357,footway,11,4,262.0
1,node_1_A,node_1_B,357,footway,12,4,239.6
1,node_1_A,node_1_B,357,footway,13,4,242.4
1,node_1_A,node_1_B,357,footway,14,4,270.3
1,node_1_A,node_1_B,357,footway,15,4,266.4
1,node_1_A,node_1_B,357,footway,16,4,288.8
1,node_1_A,node_1_B,357,footway,17,4,260.3
1,node_1_A,node_1_B,357,footway,18,4,258.6
1,node_1_A,node_1_B,357,footway,19,4,275.3
1,node_1_A,node_1_B,357,footway,20,4,254.3
1,node_1_A,node_1_B,357,footway,21,4,252.2
1,node_1_A,node_1_B,357,footway,22,4,270.4
1,node_1_A,node_1_B,357,footway,23,4,244.8
1,node_1_A,node_1_B,357,footway,0,5,253.4
1,node_1_A,node_1_B,357,footway,1,5,244.1
1,node_1_A,node_1_B,357,footway,2,5,253.8
1,node_1_A,node_1_B,357,footway,3,5,277.6
1,node_1_A,node_1_B,357,footway,4,5,264.0
1,node_1_A,node_1_B,357,footway,5,5,281.6
1,node_1_A,node_1_B,357,footway,6,5,249.3
1,node_1_A,node_1_B,357,footway,7,5,258.3
1,node_1_A,node_1_B,357,footway,8,5,263.5
1,node_1_A,node_1_B,357,footway,9,5,282.6
1,node_1_A,node_1_B,357,footway,10,5,286.7
1,node_1_A,node_1_B,357,footway,11,5,245.2
1,node_1_A,node_1_B,357,footway,12,5,239.8
1,node_1_A,node_1_B,357,footway,13,5,275.2
1,node_1_A,node_1_B,357,footway,14,5,260.6
1,node_1_A,node_1_B,357,footway,15,5,286.1
1,node_1_A,node_1_B,357,footway,16,5,262.9
1,node_1_A,node_1_B,357,footway,17,5,266.2
1,node_1_A,node_1_B,357,footway,18,5,291.2
1,node_1_A,node_1_B,357,footway,19,5,267.4
1,node_1_A,node_1_B,357,footway,20,5,257.9
1,node_1_A,node_1_B,357,footway,21,5,266.6
1,node_1_A,node_1_B,357,footway,22,5,241.0
1,node_1_A,node_1_B,357,footway,23,5,258.2
1,node_1_A,node_1_B,357,footway,0,6,267.3
1,node_1_A,node_1_B,357,footway,1,6,253.4
1,node_1_A,node_1_B,357,footway,2,6,246.0
1,node_1_A,node_1_B,357,footway,3,6,268.2
1,node_1_A,node_1_B,357,footway,4,6,264.6
1,node_1_A,node_1_B,357,footway,5,6,240.9
1,node_1_A,node_1_B,357,footway,6,6,260.1
1,node_1_A,node_1_B,357,footway,7,6,276.6
1,node_1_A,node_1_B,357,footway,8,6,276.7
1,node_1_A,node_1_B,357,footway,9,6,291.6
1,node_1_A,node_1_B,357,footway,10,6,278.7
1,node_1_A,node_1_B,357,footway,11,6,267.0
1,node_1_A,node_1_B,357,footway,12,6,253.4
1,node_1_A,node_1_B,357,footway,13,6,268.6
1,node_1_A,node_1_B,357,footway,14,6,272.2
1,node_1_A,node_1_B,357,footway,15,6,286.0
1,node_1_A,node_1_B,357,footway,16,6,268.3
1,node_1_A,node_1_B,357,footway,17,6,290.1
1,node_1_A,node_1_B,357,footway,18,6,257.2
1,node_1_A,node_1_B,357,footway,19,6,251.9
1,node_1_A,node_1_B,357,footway,20,6,279.2
1,node_1_A,node_1_B,357,footway,21,6,267.8
1,node_1_A,node_1_B,357,footway,22,6,248.7
1,node_1_A,node_1_B,357,footway,23,6,267.3
2,node_2_A,node_2_B,97,pedestrian,0,0,75.6
2,node_2_A,node_2_B,97,pedestrian,1,0,79.9
2,node_2_A,node_2_B,97,pedestrian,2,0,81.2
2,node_2_A,node_2_B,97,pedestrian,3,0,77.4
2,node_2_A,node_2_B,97,pedestrian,4,0,77.4
2,node_2_A,node_2_B,97,pedestrian,5,0,86.4
2,node_2_A,node_2_B,97,pedestrian,6,0,89.5
2,node_2_A,node_2_B,97,pedestrian,7,0,86.5
2,node_2_A,node_2_B,97,pedestrian,8,0,87.5
2,node_2_A,node_2_B,97,pedestrian,9,0,86.0
2,node_2_A,node_2_B,97,pedestrian,10,0,80.7
2,node_2_A,node_2_B,97,pedestrian,11,0,79.9
2,node_2_A,node_2_B,97,pedestrian,12,0,75.5
2,node_2_A,node_2_B,97,pedestrian,13,0,86.9
2,node_2_A,node_2_B,97,pedestrian,14,0,83.4
2,node_2_A,node_2_B,97,pedestrian,15,0,85.9
2,node_2_A,node_2_B,97,pedestrian,16,0,80.9
2,node_2_A,node_2_B,97,pedestrian,17,0,90.1
2,node_2_A,node_2_B,97,pedestrian,18,0,90.0
2,node_2_A,node_2_B,97,pedestrian,19,0,84.4
2,node_2_A,node_2_B,97,pedestrian,20,0,83.1
2,node_2_A,node_2_B,97,pedestrian,21,0,84.2
2,node_2_A,node_2_B,97,pedestrian,22,0,84.3
2,node_2_A,node_2_B,97,pedestrian,23,0,75.7
2,node_2_A,node_2_B,97,pedestrian,0,1,81.6
2,node_2_A,node_2_B,97,pedestrian,1,1,76.4
2,node_2_A,node_2_B,97,pedestrian,2,1,80.2
2,node_2_A,node_2_B,97,pedestrian,3,1,87.2
2,node_2_A,node_2_B,97,pedestrian,4,1,75.2
2,node_2_A,node_2_B,97,pedestrian,5,1,77.9
2,node_2_A,node_2_B,97,pedestrian,6,1,77.9
2,node_2_A,node_2_B,97,pedestrian,7,1,80.1
2,node_2_A,node_2_B,97,pedestrian,8,1,81.9
2,node_2_A,node_2_B,97,pedestrian,9,1,90.4
2,node_2_A,node_2_B,97,pedestrian,10,1,83.9
2,node_2_A,node_2_B,97,pedestrian,11,1,86.1
2,node_2_A,node_2_B,97,pedestrian,12,1,82.6
2,node_2_A,node_2_B,97,pedestrian,13,1,87.5
2,node_2_A,node_2_B,97,pedestrian,14,1,83.7
2,node_2_A,node_2_B,97,pedestrian,15,1,77.7
2,node_2_A,node_2_B,97,pedestrian,16,1,88.9
2,node_2_A,node_2_B,97,pedestrian,17,1,82.7
2,node_2_A,node_2_B,97,pedestrian,18,1,86.2
2,node_2_A,node_2_B,97,pedestrian,19,1,84.7
2,node_2_A,node_2_B,97,pedestrian,20,1,76.5
2,node_2_A,node_2_B,97,pedestrian,21,1,75.3
2,node_2_A,node_2_B,97,pedestrian,22,1,80.2
2,node_2_A,node_2_B,97,pedestrian,23,1,78.1
2,node_2_A,node_2_B,97,pedestrian,0,2,85.6
2,node_2_A,node_2_B,97,pedestrian,1,2,83.6
2,node_2_A,node_2_B,97,pedestrian,2,2,75.2
2,node_2_A,node_2_B,97,pedestrian,3,2,79.9
2,node_2_A,node_2_B,97,pedestrian,4,2,80.7
2,node_2_A,node_2_B,97,pedestrian,5,2,79.0
2,node_2_A,node_2_B,97,pedestrian,6,2,90.1
2,node_2_A,node_2_B,97,pedestrian,7,2,84.4
2,node_2_A,node_2_B,97,pedestrian,8,2,86.4
2,node_2_A,node_2_B,97,pedestrian,9,2,81.0
2,node_2_A,node_2_B,97,pedestrian,10,2,88.5
2,node_2_A,node_2_B,97,pedestrian,11,2,76.5
2,node_2_A,node_2_B,97,pedestrian,12,2,87.2
2,node_2_A,node_2_B,97,pedestrian,13,2,85.6
2,node_2_A,node_2_B,97,pedestrian,14,2,80.9
2,node_2_A,node_2_B,97,pedestrian,15,2,81.4
2,node_2_A,node_2_B,97,pedestrian,16,2,89.3
2,node_2_A,node_2_B,97,pedestrian,17,2,92.0
2,node_2_A,node_2_B,97,pedestrian,18,2,80.5
2,node_2_A,node_2_B,97,pedestrian,19,2,87.2
2,node_2_A,node_2_B,97,pedestrian,20,2,80.9
2,node_2_A,node_2_B,97,pedestrian,21,2,79.7
2,node_2_A,node_2_B,97,pedestrian,22,2,82.0
2,node_2_A,node_2_B,97,pedestrian,23,2,79.8
2,node_2_A,node_2_B,97,pedestrian,0,3,80.5
2,node_2_A,node_2_B,97,pedestrian,1,3,75.6
2,node_2_A,node_2_B,97,pedestrian,2,3,84.9
2,node_2_A,node_2_B,97,pedestrian,3,3,78.2
2,node_2_A,node_2_B,97,pedestrian,4,3,84.8
2,node_2_A,node_2_B,97,pedestrian,5,3,83.5
2,node_2_A,node_2_B,97,pedestrian,6,3,81.5
2,node_2_A,node_2_B,97,pedestrian,7,3,88.4
2,node_2_A,node_2_B,97,pedestrian,8,3,89.1
2,node_2_A,node_2_B,97,pedestrian,9,3,82.2
2,node_2_A,node_2_B,97,pedestrian,10,3,89.8
2,node_2_A,node_2_B,97,pedestrian,11,3,82.7
2,node_2_A,node_2_B,97,pedestrian,12,3,75.3
2,node_2_A,node_2_B,97,pedestrian,13,3,75.4
2,node_2_A,node_2_B,97,pedestrian,14,3,88.1
2,node_2_A,node_2_B,97,pedestrian,15,3,87.7
2,node_2_A,node_2_B,97,pedestrian,16,3,88.9
2,node_2_A,node_2_B,97,pedestrian,17,3,80.8
2,node_2_A,node_2_B,97,pedestrian,18,3,80.6
2,node_2_A,node_2_B,97,pedestrian,19,3,78.9
2,node_2_A,node_2_B,97,pedestrian,20,3,83.8
2,node_2_A,node_2_B,97,pedestrian,21,3,85.9
2,node_2_A,node_2_B,97,pedestrian,22,3,76.8
2,node_2_A,node_2_B,97,pedestrian,23,3,78.3
2,node_2_A,node_2_B,97,pedestrian,0,4,79.4
2,node_2_A,node_2_B,97,pedestrian,1,4,75.0
2,node_2_A,node_2_B,97,pedestrian,2,4,78.9
2,node_2_A,node_2_B,97,pedestrian,3,4,87.8
2,node_2_A,node_2_B,97,pedestrian,4,4,77.3
2,node_2_A,node_2_B,97,pedestrian,5,4,84.8
2,node_2_A,node_2_B,97,pedestrian,6,4,81.6
2,node_2_A,node_2_B,97,pedestrian,7,4,79.9
2,node_2_A,node_2_B,97,pedestrian,8,4,91.8
2,node_2_A,node_2_B,97,pedestrian,9,4,91.2
2,node_2_A,node_2_B,97,pedestrian,10,4,89.3
2,node_2_A,node_2_B,97,pedestrian,11,4,81.4
2,node_2_A,node_2_B,97,pedestrian,12,4,84.4
2,node_2_A,node_2_B,97,pedestrian,13,4,80.0
2,node_2_A,node_2_B,97,pedestrian,14,4,79.3
2,node_2_A,node_2_B,97,pedestrian,15,4,87.9
2,node_2_A,node_2_B,97,pedestrian,16,4,83.8
2,node_2_A,node_2_B,97,pedestrian,17,4,89.8
2,node_2_A,node_2_B,97,pedestrian,18,4,85.7
2,node_2_A,node_2_B,97,pedestrian,19,4,78.6
2,node_2_A,node_2_B,97,pedestrian,20,4,77.8
2,node_2_A,node_2_B,97,pedestrian,21,4,86.9
2,node_2_A,node_2_B,97,pedestrian,22,4,81.9
2,node_2_A,node_2_B,97,pedestrian,23,4,83.8
2,node_2_A,node_2_B,97,pedestrian,0,5,87.8
2,node_2_A,node_2_B,97,pedestrian,1,5,77.5
2,node_2_A,node_2_B,97,pedestrian,2,5,79.1
2,node_2_A,node_2_B,97,pedestrian,3,5,84.1
2,node_2_A,node_2_B,97,pedestrian,4,5,78.2
2,node_2_A,node_2_B,97,pedestrian,5,5,81.4
2,node_2_A,node_2_B,97,pedestrian,6,5,84.7
2,node_2_A,node_2_B,97,pedestrian,7,5,92.8
2,node_2_A,node_2_B,97,pedestrian,8,5,92.7
2,node_2_A,node_2_B,97,pedestrian,9,5,80.6
2,node_2_A,node_2_B,97,pedestrian,10,5,78.6
2,node_2_A,node_2_B,97,pedestrian,11,5,81.5
2,node_2_A,node_2_B,97,pedestrian,12,5,77.2
2,node_2_A,node_2_B,97,pedestrian,13,5,80.3
2,node_2_A,node_2_B,97,pedestrian,14,5,87.0
2,node_2_A,node_2_B,97,pedestrian,15,5,89.0
2,node_2_A,node_2_B,97,pedestrian,16,5,88.3
2,node_2_A,node_2_B,97,pedestrian,17,5,81.2
2,node_2_A,node_2_B,97,pedestrian,18,5,81.7
2,node_2_A,node_2_B,97,pedestrian,19,5,79.1
2,node_2_A,node_2_B,97,pedestrian,20,5,77.2
2,node_2_A,node_2_B,97,pedestrian,21,5,85.2
2,node_2_A,node_2_B,97,pedestrian,22,5,84.3
2,node_2_A,node_2_B,97,pedestrian,23,5,86.3
2,node_2_A,node_2_B,97,pedestrian,0,6,77.4
2,node_2_A,node_2_B,97,pedestrian,1,6,76.2
2,node_2_A,node_2_B,97,pedestrian,2,6,82.1
2,node_2_A,node_2_B,97,pedestrian,3,6,79.4
2,node_2_A,node_2_B,97,pedestrian,4,6,86.0
2,node_2_A,node_2_B,97,pedestrian,5,6,76.8
2,node_2_A,node_2_B,97,pedestrian,6,6,79.1
2,node_2_A,node_2_B,97,pedestrian,7,6,79.5
2,node_2_A,node_2_B,97,pedestrian,8,6,82.3
2,node_2_A,node_2_B,97,pedestrian,9,6,80.6
2,node_2_A,node_2_B,97,pedestrian,10,6,90.6
2,node_2_A,node_2_B,97,pedestrian,11,6,79.1
2,node_2_A,node_2_B,97,pedestrian,12,6,83.6
2,node_2_A,node_2_B,97,pedestrian,13,6,76.1
2,node_2_A,node_2_B,97,pedestrian,14,6,78.3
2,node_2_A,node_2_B,97,pedestrian,15,6,79.1
2,node_2_A,node_2_B,97,pedestrian,16,6,81.5
2,node_2_A,node_2_B,97,pedestrian,17,6,89.8
2,node_2_A,node_2_B,97,pedestrian,18,6,81.8
2,node_2_A,node_2_B,97,pedestrian,19,6,89.3
2,node_2_A,node_2_B,97,pedestrian,20,6,77.5
2,node_2_A,node_2_B,97,pedestrian,21,6,76.8
2,node_2_A,node_2_B,97,pedestrian,22,6,84.7
2,node_2_A,node_2_B,97,pedestrian,23,6,77.0
3,node_3_A,node_3_B,265,service,0,0,78.2
3,node_3_A,node_3_B,265,service,1,0,72.3
3,node_3_A,node_3_B,265,service,2,0,79.2
3,node_3_A,node_3_B,265,service,3,0,82.2
3,node_3_A,node_3_B,265,service,4,0,80.8
3,node_3_A,node_3_B,265,service,5,0,81.5
3,node_3_A,node_3_B,265,service,6,0,79.5
3,node_3_A,node_3_B,265,service,7,0,84.0
3,node_3_A,node_3_B,265,service,8,0,96.8
3,node_3_A,node_3_B,265,service,9,0,88.3
3,node_3_A,node_3_B,265,service,10,0,85.5
3,node_3_A,node_3_B,265,service,11,0,73.6
3,node_3_A,node_3_B,265,service,12,0,76.7
3,node_3_A,node_3_B,265,service,13,0,72.0
3,node_3_A,node_3_B,265,service,14,0,84.5
3,node_3_A,node_3_B,265,service,15,0,78.2
3,node_3_A,node_3_B,265,service,16,0,95.1
3,node_3_A,node_3_B,265,service,17,0,86.9
3,node_3_A,node_3_B,265,service,18,0,93.8
3,node_3_A,node_3_B,265,service,19,0,89.7
3,node_3_A,node_3_B,265,service,20,0,80.1
3,node_3_A,node_3_B,265,service,21,0,74.1
3,node_3_A,node_3_B,265,service,22,0,78.3
3,node_3_A,node_3_B,265,service,23,0,74.5
3,node_3_A,node_3_B,265,service,0,1,75.6
3,node_3_A,node_3_B,265,service,1,1,77.1
3,node_3_A,node_3_B,265,service,2,1,74.8
3,node_3_A,node_3_B,265,service,3,1,79.1
3,node_3_A,node_3_B,265,service,4,1,74.4
3,node_3_A,node_3_B,265,service,5,1,86.1
3,node_3_A,node_3_B,265,service,6,1,78.7
3,node_3_A,node_3_B,265,service,7,1,89.7
3,node_3_A,node_3_B,265,service,8,1,90.2
3,node_3_A,node_3_B,265,service,9,1,86.9
3,node_3_A,node_3_B,265,service,10,1,81.9
3,node_3_A,node_3_B,265,service,11,1,81.1
3,node_3_A,node_3_B,265,service,12,1,82.8
3,node_3_A,node_3_B,265,service,13,1,75.1
3,node_3_A,node_3_B,265,service,14,1,81.5
3,node_3_A,node_3_B,265,service,15,1,86.7
3,node_3_A,node_3_B,265,service,16,1,85.5
3,node_3_A,node_3_B,265,service,17,1,90.2
3,node_3_A,node_3_B,265,service,18,1,93.2
3,node_3_A,node_3_B,265,service,19,1,86.7
3,node_3_A,node_3_B,265,service,20,1,80.4
3,node_3_A,node_3_B,265,service,21,1,78.1
3,node_3_A,node_3_B,265,service,22,1,78.5
3,node_3_A,node_3_B,265,service,23,1,80.6
3,node_3_A,node_3_B,265,service,0,2,76.7
3,node_3_A,node_3_B,265,service,1,2,70.7
3,node_3_A,node_3_B,265,service,2,2,73.7
3,node_3_A,node_3_B,265,service,3,2,71.4
3,node_3_A,node_3_B,265,service,4,2,75.4
3,node_3_A,node_3_B,265,service,5,2,81.9
3,node_3_A,node_3_B,265,service,6,2,83.5
3,node_3_A,node_3_B,265,service,7,2,98.1
3,node_3_A,node_3_B,265,service,8,2,96.7
3,node_3_A,node_3_B,265,service,9,2,91.3
3,node_3_A,node_3_B,265,service,10,2,83.0
3,node_3_A,node_3_B,265,service,11,2,77.4
3,node_3_A,node_3_B,265,service,12,2,77.5
3,node_3_A,node_3_B,265,service,13,2,77.8
3,node_3_A,node_3_B,265,service,14,2,83.1
3,node_3_A,node_3_B,265,service,15,2,84.5
3,node_3_A,node_3_B,265,service,16,2,84.8
3,node_3_A,node_3_B,265,service,17,2,89.1
3,node_3_A,node_3_B,265,service,18,2,95.3
3,node_3_A,node_3_B,265,service,19,2,90.1
3,node_3_A,node_3_B,265,service,20,2,79.1
3,node_3_A,node_3_B,265,service,21,2,75.2
3,node_3_A,node_3_B,265,service,22,2,78.0
3,node_3_A,node_3_B,265,service,23,2,72.1
3,node_3_A,node_3_B,265,service,0,3,72.8
3,node_3_A,node_3_B,265,service,1,3,73.7
3,node_3_A,node_3_B,265,service,2,3,79.3
3,node_3_A,node_3_B,265,service,3,3,79.8
3,node_3_A,node_3_B,265,service,4,3,83.2
3,node_3_A,node_3_B,265,service,5,3,82.6
3,node_3_A,node_3_B,265,service,6,3,84.4
3,node_3_A,node_3_B,265,service,7,3,85.5
3,node_3_A,node_3_B,265,service,8,3,100.2
3,node_3_A,node_3_B,265,service,9,3,91.5
3,node_3_A,node_3_B,265,service,10,3,82.4
3,node_3_A,node_3_B,265,service,11,3,83.4
3,node_3_A,node_3_B,265,service,12,3,74.8
3,node_3_A,node_3_B,265,service,13,3,77.2
3,node_3_A,node_3_B,265,service,14,3,82.7
3,node_3_A,node_3_B,265,service,15,3,82.1
3,node_3_A,node_3_B,265,service,16,3,98.0
3,node_3_A,node_3_B,265,service,17,3,89.8
3,node_3_A,node_3_B,265,service,18,3,86.5
3,node_3_A,node_3_B,265,service,19,3,89.7
3,node_3_A,node_3_B,265,service,20,3,80.2
3,node_3_A,node_3_B,265,service,21,3,81.0
3,node_3_A,node_3_B,265,service,22,3,70.8
3,node_3_A,node_3_B,265,service,23,3,75.5
3,node_3_A,node_3_B,265,service,0,4,81.6
3,node_3_A,node_3_B,265,service,1,4,78.9
3,node_3_A,node_3_B,265,service,2,4,71.8
3,node_3_A,node_3_B,265,service,3,4,76.5
3,node_3_A,node_3_B,265,service,4,4,73.3
3,node_3_A,node_3_B,265,service,5,4,77.2
3,node_3_A,node_3_B,265,service,6,4,78.0
3,node_3_A,node_3_B,265,service,7,4,88.9
3,node_3_A,node_3_B,265,service,8,4,87.1
3,node_3_A,node_3_B,265,service,9,4,84.9
3,node_3_A,node_3_B,265,service,10,4,82.6
3,node_3_A,node_3_B,265,service,11,4,76.6
3,node_3_A,node_3_B,265,service,12,4,77.0
3,node_3_A,node_3_B,265,service,13,4,73.2
3,node_3_A,node_3_B,265,service,14,4,78.7
3,node_3_A,node_3_B,265,service,15,4,79.1
3,node_3_A,node_3_B,265,service,16,4,86.9
3,node_3_A,node_3_B,265,service,17,4,93.7
3,node_3_A,node_3_B,265,service,18,4,93.9
3,node_3_A,node_3_B,265,service,19,4,87.6
3,node_3_A,node_3_B,265,service,20,4,77.6
3,node_3_A,node_3_B,265,service,21,4,73.7
3,node_3_A,node_3_B,265,service,22,4,75.7
3,node_3_A,node_3_B,265,service,23,4,74.3
3,node_3_A,node_3_B,265,service,0,5,78.5
3,node_3_A,node_3_B,265,service,1,5,81.2
3,node_3_A,node_3_B,265,service,2,5,78.4
3,node_3_A,node_3_B,265,service,3,5,78.9
3,node_3_A,node_3_B,265,service,4,5,79.1
3,node_3_A,node_3_B,265,service,5,5,78.8
3,node_3_A,node_3_B,265,service,6,5,89.3
3,node_3_A,node_3_B,265,service,7,5,94.3
3,node_3_A,node_3_B,265,service,8,5,90.5
3,node_3_A,node_3_B,265,service,9,5,87.4
3,node_3_A,node_3_B,265,service,10,5,90.4
3,node_3_A,node_3_B,265,service,11,5,80.5
3,node_3_A,node_3_B,265,service,12,5,76.6
3,node_3_A,node_3_B,265,service,13,5,78.2
3,node_3_A,node_3_B,265,service,14,5,83.2
3,node_3_A,node_3_B,265,service,15,5,85.2
3,node_3_A,node_3_B,265,service,16,5,84.8
3,node_3_A,node_3_B,265,service,17,5,92.1
3,node_3_A,node_3_B,265,service,18,5,87.5
3,node_3_A,node_3_B,265,service,19,5,79.6
3,node_3_A,node_3_B,265,service,20,5,76.0
3,node_3_A,node_3_B,265,service,21,5,78.3
3,node_3_A,node_3_B,265,service,22,5,82.5
3,node_3_A,node_3_B,265,service,23,5,77.6
